geneID,num_ERP,num_ERP_flag_analyzable,num_ERP_unbiased,num_ERP_F_limited,num_ERP_M_limited,num_ERP_F_bias,num_ERP_M_bias,flag_F_readCnt0,flag_M_readCnt0,F_total_readCnt,M_total_readCnt,flag_gene_expressed_readCnt10
FBgn0036704,1,0.0,0,0,0,0,0,1,1,1.0,1.0,0
FBgn0036705,4,1.0,1,0,0,0,0,1,1,286.0,336.0,1
FBgn0036709,2,0.0,0,0,0,0,0,1,1,4.0,1.0,0
FBgn0036710,9,5.0,4,0,0,1,0,1,1,263.0,242.0,1
FBgn0036711,1,0.0,0,0,0,0,0,0,1,0.0,3.0,0
FBgn0036713,4,3.0,2,0,0,0,1,1,1,2948.0,4450.0,1
FBgn0036714,17,1.0,1,0,0,0,0,1,1,273.0,396.0,1
FBgn0036715,10,1.0,1,0,0,0,0,1,1,207.0,207.0,1
FBgn0036723,2,1.0,1,0,0,0,0,1,1,33.0,77.0,1
FBgn0036725,8,3.0,3,0,0,0,0,1,1,210.0,366.0,1
FBgn0036726,7,2.0,2,0,0,0,0,1,1,9720.0,10383.0,1
FBgn0036727,19,6.0,6,0,0,0,0,1,1,951.0,1459.0,1
FBgn0036728,17,4.0,4,0,0,0,0,1,1,55263.0,55516.0,1
FBgn0036729,1,0.0,0,0,0,0,0,1,1,1.0,19.0,1
FBgn0036730,3,2.0,2,0,0,0,0,1,1,77.0,147.0,1
FBgn0036731,6,1.0,1,0,0,0,0,1,1,80.0,63.0,1
FBgn0036732,55,10.0,10,0,0,0,0,1,1,971.0,1075.0,1
FBgn0036733,1,1.0,1,0,0,0,0,1,1,378.0,459.0,1
FBgn0036734,7,3.0,3,0,0,0,0,1,1,687.0,802.0,1
FBgn0036735,16,6.0,5,0,0,0,1,1,1,536.0,594.0,1
FBgn0036740,18,6.0,6,0,0,0,0,1,1,3685.0,4199.0,1
FBgn0036741,61,11.0,10,0,0,0,1,1,1,2408.0,2540.0,1
FBgn0036742,22,6.0,6,0,0,0,0,1,1,1819.0,2642.0,1
FBgn0036745,8,2.0,2,0,0,0,0,1,1,3660.0,4091.0,1
FBgn0036746,5,3.0,3,0,0,0,0,1,1,1128.0,1401.0,1
FBgn0036747,1,0.0,0,0,0,0,0,1,1,2.0,1.0,0
FBgn0036749,2,1.0,0,0,0,1,0,1,1,101.0,12.0,1
FBgn0036750,1,1.0,1,0,0,0,0,1,1,203.0,108.0,1
FBgn0036751,2,2.0,2,0,0,0,0,1,1,83.0,90.0,1
FBgn0036752,12,5.0,5,0,0,0,0,1,1,1619.0,2250.0,1
FBgn0036754,6,3.0,3,0,0,0,0,1,1,199.0,178.0,1
FBgn0036756,17,4.0,3,0,0,0,1,1,1,369.0,639.0,1
FBgn0036757,9,2.0,2,0,0,0,0,1,1,41.0,87.0,1
FBgn0036759,9,3.0,3,0,0,0,0,1,1,5187.0,5810.0,1
FBgn0036760,6,3.0,3,0,0,0,0,1,1,3213.0,3095.0,1
FBgn0036761,7,2.0,2,0,0,0,0,1,1,810.0,818.0,1
FBgn0036762,17,6.0,6,0,0,0,0,1,1,8254.0,8977.0,1
FBgn0036763,7,3.0,3,0,0,0,0,1,1,402.0,565.0,1
FBgn0036764,17,4.0,4,0,0,0,0,1,1,332.0,390.0,1
FBgn0036765,19,4.0,4,0,0,0,0,1,1,577.0,521.0,1
FBgn0036766,3,1.0,0,0,0,0,0,1,1,11.0,22.0,1
FBgn0036767,2,0.0,0,0,0,0,0,1,1,6.0,11.0,1
FBgn0036768,11,3.0,3,0,0,0,0,1,1,218.0,456.0,1
FBgn0036769,46,9.0,9,0,0,0,0,1,1,2754.0,3629.0,1
FBgn0036770,21,5.0,5,0,0,0,0,1,1,999.0,1450.0,1
FBgn0036771,4,2.0,2,0,0,0,0,1,1,464.0,492.0,1
FBgn0036772,5,1.0,1,0,0,0,0,1,1,125.0,116.0,1
FBgn0036773,34,5.0,5,0,0,0,0,1,1,1572.0,1777.0,1
FBgn0036774,4,2.0,2,0,0,0,0,1,1,1446.0,1295.0,1
FBgn0036775,10,4.0,4,0,0,0,0,1,1,423.0,413.0,1
FBgn0036777,4,2.0,1,0,0,0,1,1,1,46.0,92.0,1
FBgn0036778,5,2.0,2,0,0,0,0,1,1,89.0,83.0,1
FBgn0036780,1,0.0,0,0,0,0,0,1,1,2.0,13.0,1
FBgn0036781,3,0.0,0,0,0,0,0,1,1,2.0,5.0,0
FBgn0036783,3,2.0,2,0,0,0,0,1,1,194.0,578.0,1
FBgn0036785,3,0.0,0,0,0,0,0,1,1,1.0,5.0,0
FBgn0036786,2,1.0,1,0,0,0,0,1,1,145.0,105.0,1
FBgn0036787,5,2.0,0,0,0,2,0,1,1,4475.0,3641.0,1
FBgn0036789,9,2.0,2,0,0,0,0,1,1,204.0,297.0,1
FBgn0036790,10,1.0,1,0,0,0,0,1,1,83.0,176.0,1
FBgn0036791,1,0.0,0,0,0,0,0,0,1,0.0,1.0,0
FBgn0036793,3,1.0,0,0,0,0,0,1,1,27.0,46.0,1
FBgn0036795,2,0.0,0,0,0,0,0,1,0,6.0,0.0,0
FBgn0036801,39,6.0,5,0,0,0,1,1,1,1175.0,1787.0,1
FBgn0036804,2,1.0,1,0,0,0,0,1,1,824.0,992.0,1
FBgn0036805,7,3.0,2,0,0,1,0,1,1,6170.0,7344.0,1
FBgn0036806,7,3.0,3,0,0,0,0,1,1,1157.0,840.0,1
FBgn0036807,2,0.0,0,0,0,0,0,1,1,3.0,3.0,0
FBgn0036809,1,0.0,0,0,0,0,0,1,0,3.0,0.0,0
FBgn0036811,5,2.0,2,0,0,0,0,1,1,624.0,689.0,1
FBgn0036812,4,3.0,3,0,0,0,0,1,1,678.0,649.0,1
FBgn0036813,16,5.0,5,0,0,0,0,1,1,5167.0,5392.0,1
FBgn0036814,18,8.0,8,0,0,0,0,1,1,1322.0,1664.0,1
FBgn0036815,3,1.0,1,0,0,0,0,1,1,279.0,267.0,1
FBgn0036816,67,15.0,9,0,0,6,0,1,1,8353.0,6489.0,1
FBgn0036818,3,2.0,2,0,0,0,0,1,1,132.0,210.0,1
FBgn0036819,4,2.0,2,0,0,0,0,1,1,328.0,298.0,1
FBgn0036820,14,4.0,2,0,0,2,0,1,1,14905.0,12757.0,1
FBgn0036821,90,19.0,18,0,0,0,1,1,1,9618.0,9834.0,1
FBgn0036822,6,2.0,2,0,0,0,0,1,1,1332.0,1255.0,1
FBgn0036824,20,8.0,8,0,0,0,0,1,1,26940.0,25623.0,1
FBgn0036825,5,4.0,1,0,0,3,0,1,1,176994.0,97756.0,1
FBgn0036826,4,4.0,2,0,0,2,0,1,1,8286.0,4489.0,1
FBgn0036827,4,2.0,2,0,0,0,0,1,1,741.0,823.0,1
FBgn0036828,12,5.0,5,0,0,0,0,1,1,459.0,584.0,1
FBgn0036829,4,0.0,0,0,0,0,0,1,1,16.0,33.0,1
FBgn0036833,1,0.0,0,0,0,0,0,1,1,4.0,5.0,0
FBgn0036834,24,5.0,5,0,0,0,0,1,1,836.0,1106.0,1
FBgn0036835,1,1.0,0,0,0,0,0,1,1,42.0,21.0,1
FBgn0036836,2,1.0,0,0,0,0,0,1,1,60.0,28.0,1
FBgn0036837,12,5.0,3,0,0,1,1,1,1,20769.0,21318.0,1
FBgn0036838,11,4.0,4,0,0,0,0,1,1,276.0,287.0,1
FBgn0036839,3,3.0,3,0,0,0,0,1,1,141.0,138.0,1
FBgn0036842,12,3.0,3,0,0,0,0,1,1,486.0,489.0,1
FBgn0036843,13,4.0,4,0,0,0,0,1,1,1527.0,2070.0,1
FBgn0036844,21,6.0,6,0,0,0,0,1,1,2730.0,3399.0,1
FBgn0036846,5,2.0,2,0,0,0,0,1,1,318.0,344.0,1
FBgn0036847,7,1.0,1,0,0,0,0,1,1,987.0,1065.0,1
FBgn0036848,4,2.0,2,0,0,0,0,1,1,1137.0,1217.0,1
FBgn0036849,3,1.0,0,0,0,0,0,1,1,18.0,34.0,1
FBgn0036850,5,1.0,1,0,0,0,0,1,1,247.0,334.0,1
FBgn0036851,11,2.0,1,0,0,0,1,1,1,213.0,390.0,1
FBgn0036853,4,2.0,2,0,0,0,0,1,1,1215.0,1238.0,1
FBgn0036856,17,4.0,3,0,0,1,0,1,1,1074.0,1110.0,1
FBgn0036857,6,3.0,2,0,0,1,0,1,1,4407.0,3811.0,1
FBgn0036859,6,1.0,0,0,0,0,0,1,1,33.0,42.0,1
FBgn0036860,7,0.0,0,0,0,0,0,1,1,22.0,31.0,1
FBgn0036861,2,1.0,0,0,0,0,0,1,1,45.0,35.0,1
FBgn0036862,19,3.0,2,0,0,0,1,1,1,1389.0,1585.0,1
FBgn0036868,1,0.0,0,0,0,0,0,1,1,2.0,5.0,0
FBgn0036870,1,0.0,0,0,0,0,0,1,1,2.0,9.0,1
FBgn0036871,3,0.0,0,0,0,0,0,1,1,15.0,1.0,1
FBgn0036872,1,0.0,0,0,0,0,0,1,0,3.0,0.0,0
FBgn0036873,3,0.0,0,0,0,0,0,1,1,2.0,1.0,0
FBgn0036875,28,7.0,6,0,0,0,1,1,1,1584.0,2048.0,1
FBgn0036876,19,4.0,3,0,0,0,1,1,1,3503.0,5174.0,1
FBgn0036877,10,2.0,2,0,0,0,0,1,1,160.0,186.0,1
FBgn0036878,1,0.0,0,0,0,0,0,0,1,0.0,21.0,1
FBgn0036879,1,0.0,0,0,0,0,0,1,1,8.0,51.0,1
FBgn0036880,7,3.0,1,0,0,0,2,1,1,120.0,842.0,1
FBgn0036881,5,0.0,0,0,0,0,0,1,1,18.0,15.0,1
FBgn0036882,16,5.0,4,0,0,0,1,1,1,799.0,1217.0,1
FBgn0036886,7,2.0,1,0,0,1,0,1,1,381.0,402.0,1
FBgn0036887,5,3.0,3,0,0,0,0,1,1,4896.0,4827.0,1
FBgn0036888,37,9.0,9,0,0,0,0,1,1,1639.0,1840.0,1
FBgn0036889,3,3.0,3,0,0,0,0,1,1,484.0,575.0,1
FBgn0036890,9,3.0,3,0,0,0,0,1,1,460.0,564.0,1
FBgn0036891,24,5.0,4,0,0,0,1,1,1,4217.0,5046.0,1
FBgn0036892,29,6.0,6,0,0,0,0,1,1,1099.0,1407.0,1
FBgn0036893,2,1.0,1,0,0,0,0,1,1,711.0,828.0,1
FBgn0036895,2,1.0,0,0,0,0,0,1,1,27.0,47.0,1
FBgn0036896,39,6.0,5,0,0,1,0,1,1,773.0,854.0,1
FBgn0036897,21,4.0,3,0,0,1,0,1,1,226.0,299.0,1
FBgn0036899,11,2.0,2,0,0,0,0,1,1,112.0,115.0,1
FBgn0036900,14,3.0,3,0,0,0,0,1,1,365.0,498.0,1
FBgn0036906,5,3.0,3,0,0,0,0,1,1,510.0,499.0,1
FBgn0036908,10,2.0,2,0,0,0,0,1,1,1349.0,1671.0,1
FBgn0036909,14,5.0,5,0,0,0,0,1,1,808.0,778.0,1
FBgn0036910,10,6.0,5,0,0,0,1,1,1,19854.0,35543.0,1
FBgn0036911,44,10.0,9,0,0,1,0,1,1,1441.0,1689.0,1
FBgn0036913,51,2.0,2,0,0,0,0,1,1,291.0,342.0,1
FBgn0036915,6,2.0,2,0,0,0,0,1,1,706.0,763.0,1
FBgn0036916,4,2.0,2,0,0,0,0,1,1,294.0,373.0,1
FBgn0036918,7,2.0,2,0,0,0,0,1,1,2876.0,2935.0,1
FBgn0036919,5,2.0,0,0,0,2,0,1,1,1903.0,1350.0,1
FBgn0036920,15,3.0,3,0,0,0,0,1,1,1366.0,1576.0,1
FBgn0036921,18,7.0,7,0,0,0,0,1,1,5257.0,6561.0,1
FBgn0036922,3,2.0,2,0,0,0,0,1,1,641.0,612.0,1
FBgn0036923,3,1.0,0,0,0,0,0,1,1,21.0,21.0,1
FBgn0036925,4,2.0,2,0,0,0,0,1,1,84.0,120.0,1
FBgn0036926,46,11.0,9,0,0,0,2,1,1,4200.0,5549.0,1
FBgn0036927,27,7.0,3,0,0,0,4,1,1,7971.0,13628.0,1
FBgn0036928,10,4.0,4,0,0,0,0,1,1,10486.0,11885.0,1
FBgn0036929,11,2.0,2,0,0,0,0,1,1,1790.0,1676.0,1
FBgn0036931,20,0.0,0,0,0,0,0,1,1,95.0,69.0,1
FBgn0036932,14,4.0,4,0,0,0,0,1,1,2645.0,2930.0,1
FBgn0036934,13,4.0,3,0,0,0,1,1,1,525.0,858.0,1
FBgn0036935,16,3.0,2,0,0,0,1,1,1,952.0,1366.0,1
FBgn0036936,2,0.0,0,0,0,0,0,1,1,28.0,46.0,1
FBgn0036937,8,2.0,2,0,0,0,0,1,1,131.0,181.0,1
FBgn0036938,4,0.0,0,0,0,0,0,1,1,6.0,5.0,1
FBgn0036939,8,3.0,3,0,0,0,0,1,1,309.0,311.0,1
FBgn0036940,1,0.0,0,0,0,0,0,0,1,0.0,1.0,0
FBgn0036941,1,0.0,0,0,0,0,0,1,0,4.0,0.0,0
FBgn0036942,7,2.0,1,0,0,1,0,1,1,1185.0,769.0,1
FBgn0036945,12,3.0,3,0,0,0,0,1,1,833.0,1066.0,1
FBgn0036949,1,0.0,0,0,0,0,0,1,0,1.0,0.0,0
FBgn0036956,2,1.0,1,0,0,0,0,1,1,43.0,75.0,1
FBgn0036958,80,9.0,9,0,0,0,0,1,1,1202.0,1416.0,1
FBgn0036959,10,6.0,6,0,0,0,0,1,1,717.0,793.0,1
FBgn0036962,2,1.0,0,0,0,0,0,1,1,31.0,26.0,1
FBgn0036964,16,6.0,5,0,0,0,1,1,1,855.0,1080.0,1
FBgn0036967,37,7.0,7,0,0,0,0,1,1,691.0,853.0,1
FBgn0036970,5,2.0,0,0,0,0,0,1,1,33.0,34.0,1
FBgn0036973,16,3.0,1,0,0,2,0,1,1,337.0,333.0,1
FBgn0036974,72,17.0,16,0,0,1,0,1,1,3560.0,3548.0,1
FBgn0036975,21,7.0,2,0,0,5,0,1,1,9576.0,6352.0,1
FBgn0036977,1,0.0,0,0,0,0,0,1,1,2.0,1.0,0
FBgn0036979,5,4.0,4,0,0,0,0,1,1,294.0,365.0,1
FBgn0036980,62,10.0,10,0,0,0,0,1,1,1436.0,1557.0,1
FBgn0036984,9,1.0,0,0,0,0,1,1,1,886.0,1250.0,1
FBgn0036985,4,2.0,0,0,0,0,0,1,1,69.0,68.0,1
FBgn0036986,6,2.0,1,0,0,0,1,1,1,2565.0,3991.0,1
FBgn0036987,6,4.0,3,0,0,0,1,1,1,435.0,517.0,1
FBgn0036988,11,4.0,4,0,0,0,0,1,1,573.0,537.0,1
FBgn0036990,4,3.0,3,0,0,0,0,1,1,952.0,1022.0,1
FBgn0036991,10,5.0,5,0,0,0,0,1,1,859.0,1251.0,1
FBgn0036992,29,7.0,7,0,0,0,0,1,1,30660.0,44201.0,1
FBgn0036993,62,14.0,7,0,0,7,0,1,1,29310.0,17816.0,1
FBgn0036994,7,4.0,2,0,0,2,0,1,1,1426.0,987.0,1
FBgn0036995,12,2.0,2,0,0,0,0,1,1,242.0,617.0,1
FBgn0036996,4,2.0,0,0,0,0,0,1,1,31.0,51.0,1
FBgn0036997,27,5.0,5,0,0,0,0,1,1,3264.0,4047.0,1
FBgn0036998,9,3.0,2,0,0,0,1,1,1,1555.0,1700.0,1
FBgn0036999,14,3.0,3,0,0,0,0,1,1,459.0,535.0,1
FBgn0037000,15,2.0,2,0,0,0,0,1,1,158.0,139.0,1
FBgn0037001,17,6.0,6,0,0,0,0,1,1,12544.0,13730.0,1
FBgn0037003,1,1.0,0,0,0,0,0,1,1,15.0,17.0,1
FBgn0037004,1,0.0,0,0,0,0,0,1,1,2.0,5.0,0
FBgn0037005,4,1.0,1,0,0,0,0,1,1,68.0,57.0,1
FBgn0037007,35,13.0,8,0,0,5,0,1,1,11538.0,7674.0,1
FBgn0037008,5,3.0,3,0,0,0,0,1,1,746.0,741.0,1
FBgn0037009,13,5.0,5,0,0,0,0,1,1,1366.0,1409.0,1
FBgn0037011,10,3.0,2,0,0,0,1,1,1,2595.0,3024.0,1
FBgn0037012,10,2.0,2,0,0,0,0,1,1,325.0,368.0,1
FBgn0037013,8,0.0,0,0,0,0,0,1,1,31.0,21.0,1
FBgn0037014,3,0.0,0,0,0,0,0,1,1,10.0,22.0,1
FBgn0037015,25,6.0,5,0,0,0,1,1,1,421.0,711.0,1
FBgn0037016,11,4.0,4,0,0,0,0,1,1,511.0,612.0,1
FBgn0037017,5,3.0,3,0,0,0,0,1,1,368.0,473.0,1
FBgn0037018,5,4.0,4,0,0,0,0,1,1,1247.0,1291.0,1
FBgn0037019,4,3.0,3,0,0,0,0,1,1,593.0,815.0,1
FBgn0037020,7,2.0,2,0,0,0,0,1,1,1828.0,1993.0,1
FBgn0037021,22,4.0,3,0,0,0,1,1,1,504.0,706.0,1
FBgn0037022,9,4.0,4,0,0,0,0,1,1,835.0,873.0,1
FBgn0037023,1,0.0,0,0,0,0,0,0,1,0.0,5.0,0
FBgn0037024,5,2.0,1,0,0,1,0,1,1,2944.0,3069.0,1
FBgn0037025,3,0.0,0,0,0,0,0,1,1,18.0,16.0,1
FBgn0037026,4,2.0,2,0,0,0,0,1,1,77.0,85.0,1
FBgn0037027,16,5.0,5,0,0,0,0,1,1,1738.0,1956.0,1
FBgn0037028,6,3.0,3,0,0,0,0,1,1,1515.0,2027.0,1
FBgn0037030,5,1.0,1,0,0,0,0,1,1,1096.0,1520.0,1
FBgn0037031,19,5.0,5,0,0,0,0,1,1,324.0,380.0,1
FBgn0037035,2,1.0,0,0,0,0,0,1,1,26.0,26.0,1
FBgn0037042,2,1.0,1,0,0,0,0,1,1,106.0,144.0,1
FBgn0037044,6,2.0,2,0,0,0,0,1,1,568.0,830.0,1
FBgn0037045,1,1.0,1,0,0,0,0,1,1,460.0,500.0,1
FBgn0037046,5,2.0,2,0,0,0,0,1,1,652.0,772.0,1
FBgn0037050,9,4.0,4,0,0,0,0,1,1,680.0,798.0,1
FBgn0037051,6,2.0,2,0,0,0,0,1,1,2152.0,2022.0,1
FBgn0037057,13,3.0,2,0,0,1,0,1,1,2703.0,2263.0,1
FBgn0037059,2,0.0,0,0,0,0,0,1,1,1.0,2.0,0
FBgn0037060,49,9.0,9,0,0,0,0,1,1,911.0,1289.0,1
FBgn0037061,11,6.0,4,0,0,0,2,1,1,1307.0,1582.0,1
FBgn0037063,13,4.0,4,0,0,0,0,1,1,8192.0,9978.0,1
FBgn0037064,6,0.0,0,0,0,0,0,1,1,12.0,6.0,1
FBgn0037065,9,1.0,0,0,0,0,0,1,1,38.0,36.0,1
FBgn0037067,3,0.0,0,0,0,0,0,0,1,0.0,12.0,1
FBgn0037069,3,0.0,0,0,0,0,0,1,1,2.0,11.0,1
FBgn0037070,20,5.0,3,0,0,2,0,1,1,7043.0,5985.0,1
FBgn0037071,5,5.0,5,0,0,0,0,1,1,919.0,999.0,1
FBgn0037073,12,2.0,2,0,0,0,0,1,1,1416.0,1107.0,1
FBgn0037074,67,9.0,9,0,0,0,0,1,1,1767.0,1966.0,1
FBgn0037076,10,3.0,1,0,0,0,2,1,1,170.0,273.0,1
FBgn0037078,2,0.0,0,0,0,0,0,1,1,1.0,11.0,1
FBgn0037081,38,10.0,10,0,0,0,0,1,1,985.0,1328.0,1
FBgn0037082,5,2.0,2,0,0,0,0,1,1,306.0,328.0,1
FBgn0037084,20,6.0,3,0,0,0,3,1,1,1865.0,2762.0,1
FBgn0037085,2,0.0,0,0,0,0,0,1,1,7.0,7.0,1
FBgn0037086,2,0.0,0,0,0,0,0,1,1,1.0,1.0,0
FBgn0037087,5,2.0,1,0,0,1,0,1,1,1087.0,1045.0,1
FBgn0037090,25,7.0,6,0,0,1,0,1,1,4898.0,4168.0,1
FBgn0037092,16,5.0,5,0,0,0,0,1,1,445.0,566.0,1
FBgn0037093,31,7.0,6,0,0,1,0,1,1,912.0,858.0,1
FBgn0037094,24,4.0,3,0,0,1,0,1,1,2678.0,1820.0,1
FBgn0037098,68,8.0,8,0,0,0,0,1,1,954.0,1238.0,1
FBgn0037099,1,0.0,0,0,0,0,0,0,1,0.0,1.0,0
FBgn0037100,3,0.0,0,0,0,0,0,1,1,8.0,14.0,1
FBgn0037101,2,0.0,0,0,0,0,0,0,1,0.0,3.0,0
FBgn0037102,2,1.0,1,0,0,0,0,1,1,2631.0,2947.0,1
FBgn0037105,18,3.0,3,0,0,0,0,1,1,169.0,203.0,1
FBgn0037106,12,5.0,4,0,0,0,1,1,1,286.0,333.0,1
FBgn0037107,21,4.0,3,0,0,0,1,1,1,750.0,1231.0,1
FBgn0037108,33,9.0,8,0,0,1,0,1,1,3328.0,3429.0,1
FBgn0037109,11,4.0,4,0,0,0,0,1,1,514.0,552.0,1
FBgn0037110,9,3.0,1,0,0,2,0,1,1,3171.0,2644.0,1
FBgn0037114,3,0.0,0,0,0,0,0,1,1,5.0,6.0,1
FBgn0037115,2,1.0,0,0,0,0,0,1,1,33.0,15.0,1
FBgn0037116,17,4.0,4,0,0,0,0,1,1,502.0,527.0,1
FBgn0037117,12,4.0,4,0,0,0,0,1,1,325.0,440.0,1
FBgn0037120,13,4.0,3,0,0,0,1,1,1,737.0,996.0,1
FBgn0037121,2,2.0,2,0,0,0,0,1,1,1535.0,1565.0,1
FBgn0037122,2,1.0,0,0,0,0,0,1,1,17.0,19.0,1
FBgn0037123,2,0.0,0,0,0,0,0,1,1,5.0,1.0,0
FBgn0037124,1,0.0,0,0,0,0,0,0,1,0.0,1.0,0
FBgn0037125,2,0.0,0,0,0,0,0,1,1,2.0,5.0,0
FBgn0037126,2,2.0,2,0,0,0,0,1,1,1249.0,1219.0,1
FBgn0037127,1,1.0,0,0,0,0,0,1,1,24.0,22.0,1
FBgn0037128,1,1.0,0,0,0,0,0,1,1,29.0,16.0,1
FBgn0037129,1,0.0,0,0,0,0,0,1,1,3.0,2.0,0
FBgn0037130,24,3.0,3,0,0,0,0,1,1,327.0,362.0,1
FBgn0037131,2,0.0,0,0,0,0,0,1,1,5.0,6.0,1
FBgn0037133,5,0.0,0,0,0,0,0,1,1,9.0,12.0,1
FBgn0037134,4,2.0,1,0,0,0,1,1,1,1347.0,1955.0,1
FBgn0037135,17,6.0,6,0,0,0,0,1,1,11361.0,11451.0,1
FBgn0037137,10,3.0,2,0,0,1,0,1,1,464.0,280.0,1
FBgn0037138,67,13.0,11,0,0,0,2,1,1,4497.0,6349.0,1
FBgn0037139,1,0.0,0,0,0,0,0,0,1,0.0,4.0,0
FBgn0037140,14,3.0,3,0,0,0,0,1,1,525.0,559.0,1
FBgn0037141,6,1.0,1,0,0,0,0,1,1,91.0,113.0,1
FBgn0037142,16,3.0,2,0,0,0,1,1,1,411.0,543.0,1
FBgn0037143,4,0.0,0,0,0,0,0,1,1,6.0,5.0,1
FBgn0037144,11,2.0,2,0,0,0,0,1,1,159.0,138.0,1
FBgn0037146,87,14.0,13,0,0,1,0,1,1,8725.0,8961.0,1
FBgn0037147,1,0.0,0,0,0,0,0,0,1,0.0,4.0,0
FBgn0037149,1,1.0,0,0,0,0,0,1,1,35.0,52.0,1
FBgn0037150,5,2.0,2,0,0,0,0,1,1,491.0,582.0,1
FBgn0037151,3,1.0,1,0,0,0,0,1,1,377.0,289.0,1
FBgn0037153,38,3.0,2,0,0,0,1,1,1,561.0,1115.0,1
FBgn0037156,2,1.0,1,0,0,0,0,1,1,714.0,858.0,1
FBgn0037162,3,0.0,0,0,0,0,0,1,1,16.0,17.0,1
FBgn0037163,5,1.0,1,0,0,0,0,1,1,6422.0,5682.0,1
FBgn0037164,2,1.0,1,0,0,0,0,1,1,186.0,208.0,1
FBgn0037165,2,1.0,1,0,0,0,0,1,1,67.0,102.0,1
FBgn0037166,8,3.0,2,0,0,1,0,1,1,916.0,823.0,1
FBgn0037167,2,1.0,0,0,0,1,0,1,1,4168.0,1079.0,1
FBgn0037169,3,0.0,0,0,0,0,0,0,1,0.0,5.0,0
FBgn0037170,1,0.0,0,0,0,0,0,0,1,0.0,3.0,0
FBgn0037171,10,1.0,1,0,0,0,0,1,1,75.0,109.0,1
FBgn0037172,1,0.0,0,0,0,0,0,1,0,1.0,0.0,0
FBgn0037174,4,0.0,0,0,0,0,0,1,1,6.0,8.0,1
FBgn0037176,1,0.0,0,0,0,0,0,1,0,3.0,0.0,0
FBgn0037177,1,0.0,0,0,0,0,0,1,0,1.0,0.0,0
FBgn0037181,3,0.0,0,0,0,0,0,1,1,34.0,28.0,1
FBgn0037182,27,5.0,5,0,0,0,0,1,1,1095.0,937.0,1
FBgn0037183,1,0.0,0,0,0,0,0,0,1,0.0,2.0,0
FBgn0037184,3,2.0,1,0,0,0,1,1,1,188.0,376.0,1
FBgn0037185,12,4.0,4,0,0,0,0,1,1,216.0,351.0,1
FBgn0037186,25,5.0,4,0,0,0,1,1,1,709.0,759.0,1
FBgn0037188,13,2.0,1,0,0,1,0,1,1,484.0,617.0,1
FBgn0037191,4,1.0,1,0,0,0,0,1,1,38.0,89.0,1
FBgn0037195,2,1.0,0,0,0,0,0,1,1,48.0,42.0,1
FBgn0037197,1,0.0,0,0,0,0,0,1,1,2.0,12.0,1
FBgn0037199,10,4.0,4,0,0,0,0,1,1,8182.0,9339.0,1
FBgn0037200,5,3.0,3,0,0,0,0,1,1,275.0,315.0,1
FBgn0037202,10,3.0,3,0,0,0,0,1,1,341.0,385.0,1
FBgn0037203,11,5.0,4,0,0,1,0,1,1,370.0,441.0,1
FBgn0037206,25,5.0,4,0,0,0,1,1,1,222.0,335.0,1
FBgn0037207,9,2.0,2,0,0,0,0,1,1,398.0,400.0,1
FBgn0037213,11,4.0,3,0,0,0,1,1,1,1545.0,1816.0,1
FBgn0037215,52,9.0,9,0,0,0,0,1,1,1855.0,1733.0,1
FBgn0037217,8,2.0,2,0,0,0,0,1,1,298.0,410.0,1
FBgn0037218,43,7.0,6,0,0,0,1,1,1,1803.0,2208.0,1
FBgn0037220,2,1.0,1,0,0,0,0,1,1,1285.0,1385.0,1
FBgn0037222,13,5.0,3,0,0,2,0,1,1,1559.0,1359.0,1
FBgn0037223,5,3.0,1,0,0,2,0,1,1,109.0,35.0,1
FBgn0037224,1,0.0,0,0,0,0,0,1,0,1.0,0.0,0
FBgn0037225,3,2.0,1,0,0,0,1,1,1,84.0,172.0,1
FBgn0037227,2,0.0,0,0,0,0,0,0,1,0.0,10.0,1
FBgn0037228,6,2.0,0,0,0,2,0,1,1,4164.0,2732.0,1
FBgn0037229,13,3.0,3,0,0,0,0,1,1,143.0,237.0,1
FBgn0037230,8,4.0,4,0,0,0,0,1,1,7963.0,9623.0,1
FBgn0037231,12,3.0,3,0,0,0,0,1,1,4358.0,5346.0,1
FBgn0037232,23,3.0,2,0,0,0,1,1,1,286.0,376.0,1
FBgn0037234,70,10.0,9,0,0,1,0,1,1,1633.0,1579.0,1
FBgn0037235,9,2.0,2,0,0,0,0,1,1,420.0,580.0,1
FBgn0037236,8,2.0,1,0,0,0,1,1,1,78.0,137.0,1
FBgn0037238,33,10.0,9,0,0,0,1,1,1,882.0,1141.0,1
FBgn0037239,48,12.0,8,0,0,4,0,1,1,12259.0,9530.0,1
FBgn0037240,26,10.0,10,0,0,0,0,1,1,1327.0,1639.0,1
FBgn0037241,11,1.0,1,0,0,0,0,1,1,524.0,574.0,1
FBgn0037242,12,2.0,2,0,0,0,0,1,1,1523.0,1728.0,1
FBgn0037244,9,3.0,3,0,0,0,0,1,1,1718.0,1834.0,1
FBgn0037248,24,2.0,2,0,0,0,0,1,1,217.0,169.0,1
FBgn0037249,10,4.0,4,0,0,0,0,1,1,1820.0,1896.0,1
FBgn0037250,8,2.0,1,0,0,1,0,1,1,468.0,384.0,1
FBgn0037251,2,1.0,1,0,0,0,0,1,1,686.0,836.0,1
FBgn0037252,23,6.0,6,0,0,0,0,1,1,661.0,805.0,1
