geneID,num_ERP,num_ERP_flag_analyzable,num_ERP_unbiased,num_ERP_F_limited,num_ERP_M_limited,num_ERP_F_bias,num_ERP_M_bias,flag_F_readCnt0,flag_M_readCnt0,F_total_readCnt,M_total_readCnt,flag_gene_expressed_readCnt10
FBgn0030833,5,2.0,2,0,0,0,0,1,1,93.0,153.0,1
FBgn0030834,3,2.0,0,0,0,2,0,1,1,860.0,547.0,1
FBgn0030836,1,0.0,0,0,0,0,0,1,1,3.0,7.0,1
FBgn0030838,14,4.0,4,0,0,0,0,1,1,1140.0,1384.0,1
FBgn0030839,7,4.0,3,0,0,1,0,1,1,333.0,200.0,1
FBgn0030841,3,1.0,0,0,0,0,0,1,1,17.0,30.0,1
FBgn0030844,8,1.0,0,0,0,0,0,1,1,32.0,60.0,1
FBgn0030846,6,2.0,2,0,0,0,0,1,1,461.0,984.0,1
FBgn0030847,22,5.0,4,0,0,0,1,1,1,667.0,802.0,1
FBgn0030850,17,5.0,3,0,0,2,0,1,1,3970.0,3006.0,1
FBgn0030851,3,2.0,2,0,0,0,0,1,1,257.0,317.0,1
FBgn0030853,10,5.0,5,0,0,0,0,1,1,8186.0,8229.0,1
FBgn0030854,8,3.0,2,0,0,0,1,1,1,720.0,1184.0,1
FBgn0030855,3,2.0,2,0,0,0,0,1,1,193.0,180.0,1
FBgn0030858,6,2.0,2,0,0,0,0,1,1,352.0,396.0,1
FBgn0030859,3,2.0,2,0,0,0,0,1,1,172.0,302.0,1
FBgn0030863,18,2.0,1,0,0,0,1,1,1,956.0,1390.0,1
FBgn0030864,5,2.0,1,0,0,0,1,1,1,55.0,164.0,1
FBgn0030869,39,7.0,6,0,0,0,1,1,1,1509.0,2057.0,1
FBgn0030870,19,5.0,5,0,0,0,0,1,1,1234.0,1265.0,1
FBgn0030871,4,3.0,3,0,0,0,0,1,1,220.0,223.0,1
FBgn0030872,21,8.0,8,0,0,0,0,1,1,1684.0,1583.0,1
FBgn0030873,27,6.0,6,0,0,0,0,1,1,1454.0,1682.0,1
FBgn0030874,4,2.0,2,0,0,0,0,1,1,210.0,240.0,1
FBgn0030876,12,3.0,3,0,0,0,0,1,1,1432.0,1716.0,1
FBgn0030877,7,1.0,1,0,0,0,0,1,1,151.0,195.0,1
FBgn0030878,4,3.0,3,0,0,0,0,1,1,498.0,517.0,1
FBgn0030881,3,1.0,0,0,0,0,0,1,1,56.0,48.0,1
FBgn0030883,16,3.0,2,0,0,0,1,1,1,2288.0,3357.0,1
FBgn0030884,12,1.0,1,0,0,0,0,1,1,90.0,119.0,1
FBgn0030886,3,1.0,1,0,0,0,0,1,1,80.0,123.0,1
FBgn0030887,28,6.0,5,0,0,0,1,1,1,253.0,579.0,1
FBgn0030889,2,0.0,0,0,0,0,0,1,1,1.0,1.0,0
FBgn0030890,21,5.0,4,0,0,0,1,1,1,635.0,736.0,1
FBgn0030891,3,1.0,1,0,0,0,0,1,1,285.0,351.0,1
FBgn0030892,10,3.0,3,0,0,0,0,1,1,537.0,777.0,1
FBgn0030893,13,3.0,3,0,0,0,0,1,1,178.0,244.0,1
FBgn0030894,18,3.0,3,0,0,0,0,1,1,283.0,330.0,1
FBgn0030895,12,1.0,0,0,0,0,1,1,1,1085.0,2466.0,1
FBgn0030897,86,14.0,13,0,0,0,1,1,1,3223.0,4967.0,1
FBgn0030898,1,0.0,0,0,0,0,0,1,1,2.0,13.0,1
FBgn0030899,2,1.0,0,0,0,0,0,1,1,28.0,40.0,1
FBgn0030900,5,1.0,1,0,0,0,0,1,1,46.0,66.0,1
FBgn0030904,2,0.0,0,0,0,0,0,1,0,8.0,0.0,0
FBgn0030911,1,0.0,0,0,0,0,0,1,0,2.0,0.0,0
FBgn0030912,13,2.0,2,0,0,0,0,1,1,356.0,314.0,1
FBgn0030913,12,4.0,4,0,0,0,0,1,1,539.0,851.0,1
FBgn0030914,7,0.0,0,0,0,0,0,1,1,28.0,34.0,1
FBgn0030915,7,2.0,2,0,0,0,0,1,1,494.0,669.0,1
FBgn0030918,1,0.0,0,0,0,0,0,1,0,2.0,0.0,0
FBgn0030921,2,1.0,0,0,0,0,1,1,1,3099.0,7714.0,1
FBgn0030925,39,6.0,3,0,0,3,0,1,1,1576.0,978.0,1
FBgn0030926,29,7.0,4,0,0,3,0,1,1,2973.0,2206.0,1
FBgn0030927,7,3.0,3,0,0,0,0,1,1,414.0,523.0,1
FBgn0030929,2,0.0,0,0,0,0,0,1,1,8.0,31.0,1
FBgn0030930,9,2.0,2,0,0,0,0,1,1,310.0,342.0,1
FBgn0030931,1,1.0,0,0,0,0,0,1,1,8.0,12.0,1
FBgn0030932,12,3.0,2,0,0,1,0,1,1,733.0,599.0,1
FBgn0030933,2,0.0,0,0,0,0,0,1,1,1.0,2.0,0
FBgn0030936,1,1.0,0,0,0,0,0,1,1,26.0,9.0,1
FBgn0030937,1,0.0,0,0,0,0,0,0,1,0.0,2.0,0
FBgn0030938,1,0.0,0,0,0,0,0,1,1,17.0,11.0,1
FBgn0030940,3,0.0,0,0,0,0,0,1,1,3.0,1.0,0
FBgn0030941,19,5.0,4,0,0,1,0,1,1,706.0,850.0,1
FBgn0030943,4,3.0,3,0,0,0,0,1,1,265.0,385.0,1
FBgn0030944,5,4.0,4,0,0,0,0,1,1,4234.0,5597.0,1
FBgn0030945,3,1.0,1,0,0,0,0,1,1,66.0,92.0,1
FBgn0030946,28,6.0,6,0,0,0,0,1,1,558.0,728.0,1
FBgn0030947,3,0.0,0,0,0,0,0,1,1,10.0,20.0,1
FBgn0030949,6,1.0,1,0,0,0,0,1,1,127.0,181.0,1
FBgn0030951,1,0.0,0,0,0,0,0,1,0,3.0,0.0,0
FBgn0030954,7,2.0,2,0,0,0,0,1,1,56.0,128.0,1
FBgn0030955,11,4.0,4,0,0,0,0,1,1,285.0,309.0,1
FBgn0030956,11,4.0,4,0,0,0,0,1,1,434.0,391.0,1
FBgn0030958,5,3.0,3,0,0,0,0,1,1,97.0,92.0,1
FBgn0030959,19,5.0,5,0,0,0,0,1,1,407.0,492.0,1
FBgn0030960,6,2.0,2,0,0,0,0,1,1,773.0,882.0,1
FBgn0030961,29,3.0,3,0,0,0,0,1,1,211.0,333.0,1
FBgn0030963,3,2.0,2,0,0,0,0,1,1,105.0,219.0,1
FBgn0030964,30,3.0,3,0,0,0,0,1,1,281.0,401.0,1
FBgn0030966,3,2.0,2,0,0,0,0,1,1,876.0,855.0,1
FBgn0030968,6,3.0,3,0,0,0,0,1,1,19674.0,15495.0,1
FBgn0030969,7,3.0,3,0,0,0,0,1,1,423.0,401.0,1
FBgn0030970,3,2.0,1,0,0,0,1,1,1,390.0,569.0,1
FBgn0030973,30,8.0,5,0,0,1,2,1,1,3802.0,4498.0,1
FBgn0030974,15,3.0,3,0,0,0,0,1,1,764.0,1017.0,1
FBgn0030976,57,11.0,9,0,0,0,2,1,1,4851.0,7254.0,1
FBgn0030979,1,1.0,1,0,0,0,0,1,1,259.0,158.0,1
FBgn0030980,1,0.0,0,0,0,0,0,0,1,0.0,2.0,0
FBgn0030981,4,2.0,2,0,0,0,0,1,1,105.0,98.0,1
FBgn0030982,2,0.0,0,0,0,0,0,1,1,5.0,4.0,0
FBgn0030984,2,0.0,0,0,0,0,0,1,1,2.0,9.0,1
FBgn0030985,11,2.0,0,0,0,2,0,1,1,12184.0,9398.0,1
FBgn0030990,8,3.0,3,0,0,0,0,1,1,612.0,519.0,1
FBgn0030991,6,2.0,1,0,0,1,0,1,1,1034.0,773.0,1
FBgn0030992,6,0.0,0,0,0,0,0,1,1,48.0,29.0,1
FBgn0030993,10,4.0,2,0,0,2,0,1,1,612.0,206.0,1
FBgn0030994,2,0.0,0,0,0,0,0,1,1,6.0,4.0,1
FBgn0030995,2,2.0,2,0,0,0,0,1,1,122.0,178.0,1
FBgn0030996,13,3.0,2,0,0,0,1,1,1,785.0,1003.0,1
FBgn0030997,27,6.0,5,0,0,1,0,1,1,947.0,1326.0,1
FBgn0030999,2,0.0,0,0,1,0,0,0,1,0.0,23.0,1
FBgn0031001,1,0.0,0,0,0,0,0,1,0,7.0,0.0,0
FBgn0031002,13,3.0,1,0,0,2,0,1,1,512.0,275.0,1
FBgn0031003,5,3.0,3,0,0,0,0,1,1,1035.0,966.0,1
FBgn0031004,3,0.0,0,0,0,0,0,1,1,12.0,26.0,1
FBgn0031005,6,3.0,3,0,0,0,0,1,1,220.0,309.0,1
FBgn0031006,29,2.0,2,0,0,0,0,1,1,322.0,476.0,1
FBgn0031008,11,4.0,3,0,0,0,1,1,1,782.0,858.0,1
FBgn0031011,13,4.0,4,0,0,0,0,1,1,1536.0,1436.0,1
FBgn0031012,15,2.0,2,0,0,0,0,1,1,170.0,175.0,1
FBgn0031016,25,6.0,5,0,0,0,1,1,1,1263.0,1561.0,1
FBgn0031018,3,0.0,0,0,0,0,0,1,1,5.0,17.0,1
FBgn0031020,18,6.0,6,0,0,0,0,1,1,910.0,886.0,1
FBgn0031021,8,3.0,3,0,0,0,0,1,1,3763.0,4802.0,1
FBgn0031022,4,2.0,2,0,0,0,0,1,1,481.0,548.0,1
FBgn0031023,16,5.0,5,0,0,0,0,1,1,1365.0,1571.0,1
FBgn0031026,2,0.0,0,0,0,0,0,0,1,0.0,2.0,0
FBgn0031030,55,8.0,7,0,0,0,1,1,1,1288.0,1610.0,1
FBgn0031031,2,0.0,0,0,0,0,0,0,1,0.0,3.0,0
FBgn0031036,9,4.0,4,0,0,0,0,1,1,390.0,540.0,1
FBgn0031037,38,5.0,5,0,0,0,0,1,1,10446.0,10217.0,1
FBgn0031038,13,5.0,4,0,0,1,0,1,1,589.0,766.0,1
FBgn0031040,4,2.0,2,0,0,0,0,1,1,1486.0,1246.0,1
FBgn0031042,6,2.0,0,0,0,0,0,1,1,51.0,34.0,1
FBgn0031043,18,6.0,6,0,0,0,0,1,1,1311.0,1505.0,1
FBgn0031044,12,2.0,2,0,0,0,0,1,1,110.0,154.0,1
FBgn0031045,2,1.0,1,0,0,0,0,1,1,227.0,165.0,1
FBgn0031047,26,5.0,5,0,0,0,0,1,1,1922.0,1913.0,1
FBgn0031048,4,1.0,1,0,0,0,0,1,1,1508.0,1676.0,1
FBgn0031049,5,2.0,0,0,0,2,0,1,1,9872.0,6898.0,1
FBgn0031050,9,4.0,4,0,0,0,0,1,1,1265.0,1487.0,1
FBgn0031051,3,1.0,1,0,0,0,0,1,1,259.0,300.0,1
FBgn0031052,14,2.0,2,0,0,0,0,1,1,351.0,788.0,1
FBgn0031053,7,3.0,3,0,0,0,0,1,1,118.0,182.0,1
FBgn0031054,6,2.0,2,0,0,0,0,1,1,582.0,558.0,1
FBgn0031055,5,2.0,1,0,0,1,0,1,1,582.0,434.0,1
FBgn0031057,9,4.0,4,0,0,0,0,1,1,1951.0,1958.0,1
FBgn0031058,2,1.0,1,0,0,0,0,1,1,122.0,111.0,1
FBgn0031059,5,2.0,2,0,0,0,0,1,1,857.0,1027.0,1
FBgn0031060,6,2.0,1,0,0,0,1,1,1,291.0,405.0,1
FBgn0031061,13,3.0,3,0,0,0,0,1,1,1332.0,1697.0,1
FBgn0031062,11,3.0,3,0,0,0,0,1,1,265.0,205.0,1
FBgn0031064,41,2.0,2,0,0,0,0,1,1,1034.0,1394.0,1
FBgn0031065,4,2.0,2,0,0,0,0,1,1,2360.0,2506.0,1
FBgn0031066,11,5.0,2,0,0,3,0,1,1,50290.0,46065.0,1
FBgn0031068,4,2.0,1,0,0,1,0,1,1,412.0,472.0,1
FBgn0031069,54,11.0,11,0,0,0,0,1,1,5083.0,4925.0,1
FBgn0031070,7,2.0,2,0,0,0,0,1,1,275.0,275.0,1
FBgn0031074,1,0.0,0,0,0,0,0,1,1,1.0,2.0,0
FBgn0031077,7,1.0,1,0,0,0,0,1,1,177.0,185.0,1
FBgn0031078,22,4.0,4,0,0,0,0,1,1,149.0,207.0,1
FBgn0031080,11,4.0,1,0,0,2,1,1,1,2001.0,1525.0,1
FBgn0031081,30,3.0,2,0,0,0,1,1,1,2668.0,4548.0,1
FBgn0031085,1,0.0,0,0,0,0,0,1,1,6.0,5.0,1
FBgn0031088,3,0.0,0,0,0,0,0,1,1,5.0,1.0,0
FBgn0031089,35,6.0,4,0,0,0,2,1,1,1276.0,2252.0,1
FBgn0031090,18,4.0,4,0,0,0,0,1,1,1971.0,2259.0,1
FBgn0031091,1,0.0,0,0,0,0,0,0,1,0.0,5.0,0
FBgn0031092,10,4.0,3,0,0,1,0,1,1,3164.0,2695.0,1
FBgn0031093,4,3.0,3,0,0,0,0,1,1,756.0,1010.0,1
FBgn0031094,14,5.0,5,0,0,0,0,1,1,1005.0,1093.0,1
FBgn0031097,10,3.0,3,0,0,0,0,1,1,1066.0,1358.0,1
FBgn0031098,3,1.0,1,0,0,0,0,1,1,118.0,157.0,1
FBgn0031099,19,4.0,4,0,0,0,0,1,1,1248.0,1716.0,1
FBgn0031100,19,2.0,2,0,0,0,0,1,1,121.0,140.0,1
FBgn0031101,1,0.0,0,0,0,0,0,1,1,1.0,3.0,0
FBgn0031104,2,0.0,0,0,0,0,0,0,1,0.0,12.0,1
FBgn0031106,6,2.0,2,0,0,0,0,1,1,828.0,974.0,1
FBgn0031107,30,4.0,3,0,0,1,0,1,1,737.0,1171.0,1
FBgn0031108,5,1.0,0,0,0,0,0,1,1,32.0,48.0,1
FBgn0031109,6,2.0,2,0,0,0,0,1,1,718.0,682.0,1
FBgn0031110,7,3.0,2,0,0,0,1,1,1,2543.0,5052.0,1
FBgn0031111,3,3.0,2,0,0,1,0,1,1,438.0,311.0,1
FBgn0031114,2,1.0,1,0,0,0,0,1,1,377.0,402.0,1
FBgn0031115,18,5.0,5,0,0,0,0,1,1,345.0,365.0,1
FBgn0031116,25,3.0,2,0,0,0,1,1,1,1544.0,2401.0,1
FBgn0031117,17,3.0,3,0,0,0,0,1,1,1451.0,2017.0,1
FBgn0031118,79,9.0,9,0,0,0,0,1,1,4152.0,4927.0,1
FBgn0031119,15,3.0,2,0,0,1,0,1,1,301.0,264.0,1
FBgn0031126,16,4.0,2,0,0,0,2,1,1,5925.0,10205.0,1
FBgn0031127,12,2.0,0,0,0,2,0,1,1,147.0,89.0,1
FBgn0031128,1,0.0,0,0,0,0,0,0,1,0.0,1.0,0
FBgn0031129,1,0.0,0,0,0,0,0,1,1,2.0,4.0,0
FBgn0031132,1,0.0,0,0,0,0,0,1,1,2.0,3.0,0
FBgn0031134,2,1.0,0,0,0,0,0,1,1,19.0,38.0,1
FBgn0031142,2,0.0,0,0,0,0,0,1,1,14.0,7.0,1
FBgn0031143,11,4.0,3,0,0,1,0,1,1,2071.0,1687.0,1
FBgn0031144,9,1.0,0,0,0,0,1,1,1,205.0,275.0,1
FBgn0031145,37,10.0,6,0,0,4,0,1,1,6829.0,5006.0,1
FBgn0031146,10,3.0,1,0,0,1,1,1,1,620.0,658.0,1
FBgn0031148,15,4.0,2,0,0,0,2,1,1,1146.0,2019.0,1
FBgn0031149,20,6.0,6,0,0,0,0,1,1,1560.0,1608.0,1
FBgn0031150,62,10.0,8,0,0,1,1,1,1,1226.0,1258.0,1
FBgn0031155,1,0.0,0,0,0,0,0,1,0,1.0,0.0,0
FBgn0031157,5,1.0,1,0,0,0,0,1,1,30.0,78.0,1
FBgn0031161,18,5.0,5,0,0,0,0,1,1,711.0,537.0,1
FBgn0031164,1,0.0,0,0,0,0,0,1,0,1.0,0.0,0
FBgn0031168,1,1.0,1,0,0,0,0,1,1,143.0,113.0,1
FBgn0031169,4,2.0,0,0,0,0,0,1,1,47.0,42.0,1
FBgn0031170,60,5.0,4,0,0,1,0,1,1,476.0,351.0,1
FBgn0031171,4,2.0,2,0,0,0,0,1,1,259.0,261.0,1
FBgn0031174,26,4.0,4,0,0,0,0,1,1,654.0,718.0,1
FBgn0031176,1,1.0,0,0,0,0,0,1,1,2.0,35.0,1
FBgn0031178,2,0.0,0,0,0,0,0,1,1,3.0,8.0,1
FBgn0031181,1,0.0,0,0,0,0,0,1,0,1.0,0.0,0
FBgn0031182,2,1.0,1,0,0,0,0,1,1,1456.0,1496.0,1
FBgn0031183,10,4.0,4,0,0,0,0,1,1,508.0,575.0,1
FBgn0031184,5,2.0,2,0,0,0,0,1,1,860.0,995.0,1
FBgn0031187,112,18.0,18,0,0,0,0,1,1,2248.0,2827.0,1
FBgn0031188,9,3.0,3,0,0,0,0,1,1,587.0,667.0,1
FBgn0031189,5,3.0,3,0,0,0,0,1,1,610.0,603.0,1
FBgn0031190,28,7.0,7,0,0,0,0,1,1,2464.0,2525.0,1
FBgn0031191,27,4.0,4,0,0,0,0,1,1,339.0,310.0,1
FBgn0031194,14,4.0,2,0,0,1,1,1,1,1038.0,1041.0,1
FBgn0031195,24,3.0,2,0,0,1,0,1,1,616.0,614.0,1
FBgn0031196,6,1.0,0,0,0,0,0,1,1,25.0,36.0,1
FBgn0031201,3,0.0,0,0,0,0,0,1,1,5.0,3.0,0
FBgn0031208,2,0.0,0,0,0,0,0,1,0,6.0,0.0,0
FBgn0031209,9,2.0,1,0,0,0,1,1,1,92.0,236.0,1
FBgn0031213,52,11.0,11,0,0,0,0,1,1,3033.0,3407.0,1
FBgn0031214,5,1.0,0,0,0,0,0,1,1,49.0,38.0,1
FBgn0031216,57,12.0,12,0,0,0,0,1,1,693.0,827.0,1
FBgn0031217,7,3.0,3,0,0,0,0,1,1,1667.0,1643.0,1
FBgn0031219,8,2.0,2,0,0,0,0,1,1,822.0,951.0,1
FBgn0031220,76,15.0,13,0,0,2,0,1,1,3238.0,3058.0,1
FBgn0031224,2,1.0,1,0,0,0,0,1,1,1124.0,1073.0,1
FBgn0031227,5,1.0,0,0,0,0,0,1,1,45.0,65.0,1
FBgn0031228,16,4.0,2,0,0,2,0,1,1,18912.0,19165.0,1
FBgn0031229,21,5.0,5,0,0,0,0,1,1,1244.0,1535.0,1
FBgn0031231,5,3.0,3,0,0,0,0,1,1,2745.0,2714.0,1
FBgn0031232,10,4.0,4,0,0,0,0,1,1,225.0,256.0,1
FBgn0031233,7,3.0,3,0,0,0,0,1,1,351.0,342.0,1
FBgn0031235,3,1.0,1,0,0,0,0,1,1,76.0,113.0,1
FBgn0031238,9,5.0,4,0,0,1,0,1,1,399.0,440.0,1
FBgn0031239,5,1.0,1,0,0,0,0,1,1,249.0,369.0,1
FBgn0031240,3,1.0,0,0,0,0,0,1,1,20.0,31.0,1
FBgn0031244,5,2.0,2,0,0,0,0,1,1,2378.0,2073.0,1
FBgn0031245,22,7.0,5,0,0,2,0,1,1,22060.0,15814.0,1
FBgn0031247,4,2.0,2,0,0,0,0,1,1,1289.0,1277.0,1
FBgn0031248,1,0.0,0,0,0,0,0,1,1,1.0,2.0,0
FBgn0031249,1,0.0,0,0,0,0,0,1,0,2.0,0.0,0
FBgn0031250,15,6.0,6,0,0,0,0,1,1,1167.0,1059.0,1
FBgn0031251,6,1.0,1,0,0,0,0,1,1,158.0,159.0,1
FBgn0031252,2,2.0,0,0,0,0,0,1,1,47.0,53.0,1
FBgn0031253,2,1.0,1,0,0,0,0,1,1,712.0,1021.0,1
FBgn0031254,3,1.0,0,0,0,0,0,1,1,29.0,24.0,1
FBgn0031255,4,0.0,0,0,0,0,0,1,1,27.0,25.0,1
FBgn0031256,4,2.0,1,0,0,1,0,1,1,2104.0,1666.0,1
FBgn0031257,17,3.0,3,0,0,0,0,1,1,312.0,518.0,1
FBgn0031258,6,3.0,3,0,0,0,0,1,1,490.0,577.0,1
FBgn0031260,11,4.0,2,0,0,2,0,1,1,3311.0,2613.0,1
FBgn0031261,6,4.0,4,0,0,0,0,1,1,330.0,297.0,1
FBgn0031263,5,2.0,2,0,0,0,0,1,1,7926.0,9024.0,1
FBgn0031264,10,2.0,2,0,0,0,0,1,1,212.0,310.0,1
FBgn0031265,2,1.0,1,0,0,0,0,1,1,315.0,233.0,1
FBgn0031266,5,1.0,1,0,0,0,0,1,1,528.0,595.0,1
FBgn0031267,2,1.0,1,0,0,0,0,1,1,415.0,399.0,1
FBgn0031268,10,3.0,3,0,0,0,0,1,1,1348.0,1739.0,1
FBgn0031270,3,2.0,2,0,0,0,0,1,1,363.0,481.0,1
FBgn0031273,4,0.0,0,0,0,0,0,1,1,4.0,8.0,1
FBgn0031275,22,2.0,2,0,0,0,0,1,1,253.0,495.0,1
FBgn0031276,1,0.0,0,0,0,0,0,1,0,2.0,0.0,0
FBgn0031279,3,0.0,0,0,0,0,0,1,1,4.0,3.0,0
FBgn0031281,10,4.0,4,0,0,0,0,1,1,224.0,330.0,1
FBgn0031282,1,1.0,1,0,0,0,0,1,1,419.0,642.0,1
FBgn0031283,1,0.0,0,0,0,0,0,1,1,16.0,30.0,1
FBgn0031284,4,2.0,2,0,0,0,0,1,1,1636.0,2205.0,1
FBgn0031285,21,6.0,6,0,0,0,0,1,1,27277.0,34175.0,1
FBgn0031286,2,2.0,2,0,0,0,0,1,1,4464.0,5566.0,1
FBgn0031287,7,3.0,3,0,0,0,0,1,1,410.0,456.0,1
FBgn0031288,3,0.0,0,0,0,0,0,1,1,18.0,17.0,1
FBgn0031289,8,3.0,3,0,0,0,0,1,1,231.0,302.0,1
FBgn0031292,3,2.0,2,0,0,0,0,1,1,1513.0,1887.0,1
FBgn0031294,66,13.0,11,0,0,0,2,1,1,36152.0,57577.0,1
FBgn0031295,2,1.0,0,0,0,0,0,1,1,31.0,56.0,1
FBgn0031296,2,0.0,0,0,0,0,0,1,1,7.0,7.0,1
FBgn0031298,20,8.0,8,0,0,0,0,1,1,1983.0,2228.0,1
FBgn0031299,35,7.0,6,0,0,0,1,1,1,1330.0,2182.0,1
FBgn0031301,3,0.0,0,0,0,0,0,0,1,0.0,6.0,0
FBgn0031302,5,2.0,2,0,0,0,0,1,1,708.0,745.0,1
FBgn0031304,8,2.0,2,0,0,0,0,1,1,4697.0,5474.0,1
FBgn0031305,7,2.0,1,0,0,1,0,1,1,13341.0,6771.0,1
FBgn0031306,24,8.0,7,0,0,0,1,1,1,3669.0,5288.0,1
FBgn0031307,7,3.0,2,0,0,0,1,1,1,106.0,206.0,1
FBgn0031309,14,3.0,3,0,0,0,0,1,1,184.0,238.0,1
FBgn0031310,2,2.0,2,0,0,0,0,1,1,987.0,1176.0,1
FBgn0031312,7,2.0,2,0,0,0,0,1,1,1114.0,1068.0,1
FBgn0031313,18,5.0,3,0,0,2,0,1,1,2865.0,2287.0,1
FBgn0031314,4,2.0,2,0,0,0,0,1,1,202.0,261.0,1
FBgn0031315,4,2.0,2,0,0,0,0,1,1,1470.0,1760.0,1
FBgn0031317,10,3.0,3,0,0,0,0,1,1,515.0,588.0,1
FBgn0031318,57,7.0,7,0,0,0,0,1,1,948.0,1271.0,1
FBgn0031319,66,8.0,8,0,0,0,0,1,1,1104.0,1498.0,1
FBgn0031320,5,3.0,2,0,0,1,0,1,1,999.0,950.0,1
FBgn0031321,6,2.0,2,0,0,0,0,1,1,217.0,237.0,1
FBgn0031322,25,6.0,6,0,0,0,0,1,1,1081.0,1336.0,1
FBgn0031324,6,1.0,0,0,0,0,0,1,1,59.0,44.0,1
FBgn0031327,4,2.0,2,0,0,0,0,1,1,1954.0,2318.0,1
FBgn0031335,1,0.0,0,0,0,0,0,0,1,0.0,3.0,0
FBgn0031337,1,0.0,0,0,0,0,0,1,0,6.0,0.0,0
FBgn0031344,8,3.0,3,0,0,0,0,1,1,359.0,398.0,1
FBgn0031345,1,0.0,0,0,0,0,0,0,1,0.0,5.0,0
FBgn0031347,2,1.0,0,0,0,0,0,1,1,25.0,48.0,1
FBgn0031351,4,3.0,3,0,0,0,0,1,1,322.0,436.0,1
FBgn0031356,36,7.0,6,0,0,0,1,1,1,1133.0,1430.0,1
FBgn0031357,7,2.0,2,0,0,0,0,1,1,584.0,897.0,1
FBgn0031359,32,6.0,6,0,0,0,0,1,1,1806.0,2434.0,1
FBgn0031360,2,2.0,2,0,0,0,0,1,1,9460.0,9138.0,1
FBgn0031361,8,2.0,2,0,0,0,0,1,1,937.0,838.0,1
FBgn0031365,2,1.0,0,0,0,0,0,1,1,25.0,29.0,1
FBgn0031372,1,0.0,0,0,0,0,0,0,1,0.0,3.0,0
FBgn0031374,154,22.0,21,0,0,1,0,1,1,4343.0,4670.0,1
FBgn0031375,5,2.0,2,0,0,0,0,1,1,136.0,185.0,1
FBgn0031377,12,4.0,2,0,0,0,2,1,1,370.0,533.0,1
FBgn0031378,5,2.0,2,0,0,0,0,1,1,406.0,381.0,1
FBgn0031379,10,5.0,5,0,0,0,0,1,1,2163.0,2431.0,1
FBgn0031381,2,2.0,2,0,0,0,0,1,1,50775.0,68875.0,1
FBgn0031384,32,7.0,6,0,0,0,1,1,1,684.0,988.0,1
FBgn0031388,1,0.0,0,0,0,0,0,1,1,2.0,20.0,1
FBgn0031389,4,2.0,0,0,0,2,0,1,1,1430.0,310.0,1
FBgn0031390,57,7.0,6,0,0,1,0,1,1,830.0,780.0,1
FBgn0031391,4,2.0,2,0,0,0,0,1,1,505.0,515.0,1
FBgn0031392,15,4.0,4,0,0,0,0,1,1,302.0,447.0,1
FBgn0031393,4,1.0,1,0,0,0,0,1,1,115.0,128.0,1
FBgn0031395,13,5.0,4,0,0,0,1,1,1,1015.0,1291.0,1
FBgn0031397,16,3.0,3,0,0,0,0,1,1,662.0,679.0,1
FBgn0031398,4,2.0,1,0,0,1,0,1,1,217.0,227.0,1
FBgn0031399,25,6.0,6,0,0,0,0,1,1,390.0,475.0,1
FBgn0031401,20,4.0,3,0,0,0,1,1,1,1039.0,1242.0,1
FBgn0031403,4,3.0,3,0,0,0,0,1,1,358.0,277.0,1
FBgn0031412,4,0.0,0,0,0,0,0,1,1,15.0,7.0,1
FBgn0031413,25,3.0,2,0,0,1,0,1,1,314.0,359.0,1
FBgn0031414,60,13.0,13,0,0,0,0,1,1,2562.0,3315.0,1
FBgn0031417,11,3.0,1,0,0,2,0,1,1,20574.0,8286.0,1
FBgn0031418,30,10.0,5,0,0,5,0,1,1,10083.0,7092.0,1
FBgn0031419,3,2.0,1,0,0,0,1,1,1,100.0,194.0,1
FBgn0031420,8,3.0,3,0,0,0,0,1,1,495.0,452.0,1
FBgn0031422,3,2.0,2,0,0,0,0,1,1,270.0,315.0,1
FBgn0031423,4,0.0,0,0,0,0,0,1,1,10.0,18.0,1
FBgn0031424,23,3.0,2,0,0,0,1,1,1,216.0,469.0,1
FBgn0031426,3,1.0,0,0,0,0,1,1,1,105.0,189.0,1
FBgn0031428,8,3.0,2,0,0,1,0,1,1,2009.0,1617.0,1
FBgn0031430,1,0.0,0,0,0,0,0,1,1,5.0,2.0,0
FBgn0031432,38,8.0,5,0,0,3,0,1,1,6350.0,3698.0,1
FBgn0031434,3,2.0,2,0,0,0,0,1,1,88.0,135.0,1
FBgn0031435,2,1.0,0,0,0,0,0,1,1,14.0,42.0,1
FBgn0031436,29,8.0,8,0,0,0,0,1,1,19881.0,21731.0,1
FBgn0031437,4,2.0,2,0,0,0,0,1,1,1913.0,1955.0,1
FBgn0031440,1,0.0,0,0,0,0,0,0,1,0.0,3.0,0
FBgn0031449,111,16.0,15,0,0,0,1,1,1,6672.0,7530.0,1
FBgn0031450,23,5.0,3,0,0,0,2,1,1,1945.0,2436.0,1
FBgn0031451,5,2.0,1,0,0,0,1,1,1,140.0,187.0,1
FBgn0031452,6,3.0,3,0,0,0,0,1,1,1688.0,2042.0,1
FBgn0031453,18,11.0,11,0,0,0,0,1,1,32281.0,38035.0,1
FBgn0031454,2,2.0,2,0,0,0,0,1,1,1683.0,2098.0,1
FBgn0031456,13,7.0,6,0,0,1,0,1,1,356.0,553.0,1
FBgn0031457,17,3.0,2,0,0,0,1,1,1,448.0,665.0,1
